age,income,account_balance,transactions_last_30d,is_premium,target
23,61734,7554,11,1,0
22,42888,16497,24,0,0
40,95582,8811,21,0,0
30,59860,11383,19,0,0
45,42372,81,29,0,0
48,56391,7598,25,0,0
75,61111,0,15,0,0
61,108553,8973,18,0,0
79,25663,0,18,0,0
32,79197,0,20,1,0
79,77013,3610,17,1,0
43,91173,10713,20,0,0
25,55743,0,21,0,0
57,59294,0,21,0,0
67,65501,2266,21,0,0
55,50685,11790,26,1,0
55,49618,1987,16,0,0
72,85436,11980,15,0,0
65,39934,11371,14,0,0
77,65226,1199,18,0,0
24,59114,8663,19,0,0
33,92210,5621,24,1,1
79,79317,9512,20,0,0
66,62838,4673,24,0,0
25,55098,9914,25,0,0
76,73828,9910,20,0,0
34,22454,8525,23,0,0
32,95200,0,18,0,0
50,52527,0,12,0,0
68,63647,3937,15,0,1
34,76503,0,21,0,1
53,46311,5975,17,0,0
24,86109,0,16,0,1
34,61754,0,19,1,0
26,82833,21108,27,0,0
77,35534,9364,19,1,1
41,59397,1606,19,0,0
31,20605,6044,23,1,0
71,65117,9221,10,0,0
24,34461,14218,19,0,0
29,76767,0,15,0,0
51,96739,17537,23,0,0
58,84669,9355,16,0,0
29,46725,12042,10,0,1
21,51549,12565,18,0,0
50,71076,15607,24,1,0
72,103708,17801,24,1,1
52,74531,4296,25,0,0
76,109859,4089,19,0,0
58,57852,9215,28,0,0
18,82150,7932,18,0,0
60,69541,0,17,0,0
67,88005,0,12,1,0
28,15000,0,18,0,1
40,66099,7941,14,1,0
48,37776,0,19,1,0
60,97740,3196,18,1,0
32,75209,2452,24,1,0
33,60392,709,16,0,0
23,62861,0,26,0,0
30,73842,7025,20,1,0
63,107642,14663,15,1,1
44,93970,0,21,1,1
51,89941,10878,31,0,0
53,72980,7714,18,1,0
72,15000,15108,23,0,1
30,88458,0,25,1,0
24,55006,9524,18,0,0
28,76666,0,21,0,0
72,64477,0,24,0,0
23,65888,20045,28,0,0
73,66182,6168,28,0,0
75,72573,0,23,1,0
46,105067,2348,28,1,0
23,112902,14154,22,0,0
28,56624,4283,21,0,0
32,98752,10133,21,0,0
75,79200,9304,17,0,0
27,55599,3187,21,0,0
57,46758,0,18,0,0
37,111767,0,14,1,0
35,58803,0,22,1,1
66,59040,7971,27,1,0
24,80313,14435,18,1,0
24,67955,0,24,0,0
74,52289,14237,22,1,0
27,48069,2838,23,0,1
31,27573,5457,23,1,0
34,67582,0,9,0,0
37,53998,0,28,1,0
53,58665,9413,22,1,1
74,60022,10674,17,0,0
51,77169,5144,18,1,0
63,61066,9364,16,0,0
62,90704,19012,22,1,0
25,99231,10856,17,1,0
49,78092,11898,22,1,0
50,77034,0,15,1,0
71,63592,10049,14,0,0
21,86908,11703,22,0,0
50,76465,9229,15,0,0
36,83558,4852,15,0,0
75,66147,5371,23,0,0
23,62956,6637,19,1,1
69,49591,8386,19,0,0
63,46189,7354,13,1,0
41,53375,13621,21,0,1
41,100300,4425,18,1,0
71,53354,3585,18,0,1
77,104931,3054,18,1,1
78,24404,15009,24,0,0
50,28065,20691,25,0,0
26,57316,16129,16,1,1
45,86996,0,19,0,0
59,19952,21056,18,0,0
67,45797,8488,21,0,0
45,83157,3015,24,0,1
51,70797,15227,12,0,0
33,69687,11357,24,0,0
43,117180,13659,23,0,0
64,43234,13664,17,0,1
59,74470,15307,14,0,0
52,78148,11753,24,0,0
23,92852,8529,18,0,0
76,80392,19050,15,1,0
59,68294,14166,32,1,0
66,46160,6021,18,0,0
32,32943,6575,27,1,0
55,60250,4329,23,1,0
77,62817,9810,17,1,0
79,95332,7275,22,0,0
54,45906,5476,19,1,0
37,59597,429,22,1,1
65,89737,1468,21,0,0
69,51248,466,27,0,0
24,61590,0,24,1,0
78,90513,4648,32,1,1
69,15000,10541,16,1,1
34,69717,3473,13,0,0
40,105532,17777,23,0,0
38,74461,3398,21,0,0
60,65441,7979,20,1,0
54,27253,1071,27,0,0
58,52392,2395,16,0,0
65,75040,14419,17,0,0
45,49197,1508,23,0,0
35,101128,5691,20,0,0
65,35963,10288,19,0,1
48,60294,10411,15,1,1
28,111193,7069,26,0,0
58,15000,4081,21,0,0
33,68747,11909,12,1,0
33,100005,0,15,0,0
34,93517,12330,23,0,1
53,65708,0,19,0,0
18,92710,4418,23,1,0
36,118649,3507,17,0,0
41,37283,13373,22,1,0
55,55641,14574,22,0,0
66,62664,10802,17,1,0
48,58624,8151,14,1,1
24,63292,0,19,0,0
68,62431,830,16,0,1
40,59641,6063,14,1,1
56,92829,5361,23,0,1
72,44305,0,16,0,0
24,24282,8259,21,0,0
67,107548,10187,25,0,1
44,59519,9997,13,1,0
27,73580,8194,14,0,0
79,72077,9372,29,0,0
75,128261,0,18,0,0
32,85861,3214,18,0,0
29,15000,0,21,1,0
33,15000,0,26,1,0
68,85188,10758,20,1,0
36,85201,5372,18,1,1
20,75639,0,26,0,0
18,102759,0,23,0,0
42,50375,0,14,0,0
75,80702,0,21,1,0
36,38218,4893,18,1,1
46,69833,15349,19,0,0
40,86020,0,18,0,0
24,74965,17958,29,0,0
78,63658,0,21,0,0
48,56766,0,19,0,0
50,75813,525,19,0,0
63,60007,29301,20,1,0
52,80199,0,23,1,1
41,63269,342,35,0,1
63,52142,7414,13,0,0
39,17183,0,18,1,0
20,60110,7828,22,0,0
51,91906,0,12,0,0
64,44820,6164,23,0,0
20,82468,5434,23,0,0
22,71718,3406,16,1,0
29,63296,11521,17,0,0
37,41319,20821,26,0,0
49,64762,9327,21,1,0
58,66345,0,23,0,0
18,79156,439,17,1,0
44,103836,1704,21,0,0
70,87414,6887,17,1,1
29,75242,9346,24,0,0
37,72983,871,16,0,0
60,76935,1927,25,0,0
64,90901,4231,26,1,0
19,55237,116,13,0,0
21,69862,6230,22,1,0
66,61160,10711,18,0,0
34,57919,7824,15,0,0
45,94726,1317,15,0,0
22,60185,9067,20,0,0
19,129519,8969,34,1,0
34,75392,7409,25,0,0
59,52687,6304,19,1,0
76,66419,10214,23,0,1
41,30553,6388,19,0,0
78,52930,3589,16,0,1
46,87541,0,25,1,0
77,53574,11402,21,0,0
66,106698,4868,16,0,0
72,15000,14253,13,0,0
62,84623,1472,16,0,0
61,85887,3559,24,0,0
25,79227,7570,19,1,0
45,78348,13284,19,1,1
20,37863,0,19,0,0
21,61804,0,14,0,0
31,74624,4734,18,0,0
34,33081,0,33,0,0
37,99748,12850,25,0,0
36,73722,18725,18,1,0
53,85544,4892,17,1,0
41,96373,6833,17,1,0
61,37392,11518,23,0,0
50,67735,4951,28,1,0
76,96222,0,21,1,0
38,63574,0,25,0,0
54,79733,7037,16,0,0
25,76695,8609,21,1,0
41,28962,0,19,0,0
77,95250,3372,18,1,1
66,51697,0,25,1,1
36,97828,18722,24,1,0
18,45010,10304,17,1,0
51,97797,11593,15,0,1
73,17802,22901,24,0,0
66,107827,5579,24,0,0
30,40516,6114,21,0,0
61,83836,3487,17,0,0
35,39965,0,27,1,0
21,74661,0,20,0,0
36,32124,3808,20,1,0
56,70874,6568,25,0,0
75,70440,2841,19,1,1
68,85388,10336,25,0,1
19,87128,13017,22,1,1
68,32048,7506,20,0,0
38,75274,15651,17,0,0
47,94551,6989,15,0,0
52,15000,0,22,0,0
24,91881,10059,26,0,0
74,54782,0,27,0,0
20,59959,12109,15,1,0
18,73522,15165,17,0,0
65,64901,6977,19,0,0
78,40736,6968,16,1,0
37,87038,0,21,0,0
49,29794,2968,14,1,0
51,96012,7306,9,0,1
64,58376,660,16,1,0
41,98587,3974,18,1,0
72,43946,13688,16,1,0
53,51716,7703,19,1,1
30,97881,8457,16,0,0
43,25875,4191,24,0,0
31,112390,4879,19,0,0
56,70744,6026,22,1,1
49,93080,9016,22,0,0
70,77029,0,15,0,0
27,72040,0,22,0,0
23,61348,21423,28,1,1
