age,income,account_balance,transactions_last_30d,is_premium,target
27,73152,2643,18,1,0
19,31753,2658,11,0,0
30,59215,10020,18,0,1
24,51218,4756,21,0,0
33,107173,9019,24,1,0
23,60552,4022,19,1,1
32,53629,12468,25,0,0
64,94214,405,24,1,0
20,98037,12171,28,0,0
35,65847,5527,25,1,0
41,63033,8719,26,0,0
71,97387,16020,18,0,0
77,93349,4017,13,1,1
56,27744,5773,15,0,0
65,58092,4662,18,0,0
21,53078,4477,15,1,0
70,88535,6170,14,0,0
68,46954,4264,24,0,0
34,83697,10167,13,0,0
59,90097,15881,20,0,0
19,18185,5494,27,0,0
33,65399,0,18,1,0
49,67594,0,21,0,0
19,74228,15353,23,0,0
46,74621,4715,17,0,1
24,51221,8564,21,0,0
61,56653,23191,19,0,0
79,107290,12052,10,1,1
79,57786,0,13,1,0
27,64044,18809,22,0,0
51,102002,21261,20,0,0
40,44220,14064,22,0,0
63,102182,14477,24,0,1
59,47027,2003,22,0,0
31,101172,12489,19,0,1
46,99321,25370,25,1,0
18,67399,4305,18,0,0
74,54077,0,13,0,0
40,111938,6744,12,1,0
44,87139,0,19,0,0
46,60083,15035,21,0,0
63,83418,12324,29,0,0
78,70527,11663,18,1,0
41,80728,0,20,1,1
43,104711,0,16,0,1
30,17914,9620,16,0,0
68,56149,0,22,0,0
60,75595,8309,20,0,0
35,66965,5825,20,0,0
37,66544,0,24,0,0
24,81315,4060,21,1,0
42,85612,0,19,1,1
22,102798,0,20,0,0
58,54359,9017,13,1,0
52,59996,6783,18,0,0
40,55796,0,16,1,0
35,42439,1327,16,0,1
43,45729,4517,19,0,0
71,38318,14255,25,1,0
62,51640,4043,19,1,0
53,64523,1760,16,1,0
49,17175,9328,17,1,1
69,80798,1947,15,0,0
29,76435,8402,16,1,0
21,22595,13622,20,1,0
42,61268,0,23,1,0
41,89267,4239,19,1,1
40,89622,12722,20,0,0
25,86154,9454,17,0,0
51,77221,9593,19,0,1
63,57824,16522,21,1,0
35,79765,4671,19,0,0
51,42957,1815,15,0,1
27,52543,11380,18,0,0
38,83231,14092,15,0,0
40,68614,0,21,0,0
61,79456,6124,18,1,0
55,75141,0,20,0,0
32,83134,8421,21,0,0
22,48080,5763,13,0,0
27,73202,12671,25,0,0
67,73120,4991,15,0,0
58,78074,7566,25,1,1
67,51274,5260,26,0,0
45,36717,7009,19,0,0
61,78533,11199,24,0,1
71,65137,9048,16,0,0
29,70923,3448,16,0,1
32,62173,7415,21,0,0
41,116199,11044,17,0,0
27,120635,5096,26,0,0
31,98772,9385,19,1,1
68,97592,4899,15,0,0
70,93098,1732,17,0,0
27,80617,5015,12,0,0
20,91926,9335,19,1,1
66,78802,12339,18,0,1
