age,income,account_balance,transactions_last_30d,is_premium,target
56,114870,11647,29,1,1
62,78852,6401,21,0,0
69,97877,8166,22,1,1
73,74125,4158,18,1,1
36,82033,1473,31,0,0
68,62421,20348,22,0,0
56,83047,10450,28,0,0
73,39812,11473,14,0,0
19,45375,11046,22,0,0
26,78376,1696,24,0,0
47,85503,8881,17,1,0
38,75120,13197,19,0,0
68,63728,0,19,0,0
44,54543,20830,19,1,1
43,25652,8690,27,1,1
78,61767,0,23,1,1
72,63879,8367,22,0,0
58,66661,21680,18,1,1
60,58403,13104,16,1,0
67,91759,178,18,0,0
36,94702,6353,28,1,1
76,75362,291,26,0,1
34,94447,2411,23,1,0
25,110521,14366,26,1,0
57,60540,8140,30,1,0
45,55078,5282,16,0,0
50,95275,7023,22,0,0
58,76058,5882,20,0,0
42,67296,3014,19,0,0
38,131249,0,18,0,0
36,89448,14175,18,1,1
25,66100,1641,16,1,0
32,32326,415,21,0,0
79,65602,539,16,0,0
29,60714,0,16,0,0
42,56732,16834,17,0,0
40,63254,14459,26,1,0
41,77212,1665,24,0,0
45,40744,3291,24,0,0
68,62163,7109,21,1,1
54,107770,7255,18,1,1
22,87287,3525,35,0,0
50,81009,0,11,0,0
63,74937,7462,21,0,0
79,84830,0,22,1,0
45,50481,18353,20,0,0
63,27324,0,17,1,0
77,47768,1709,14,1,0
71,92771,12375,19,0,0
76,93739,10954,18,1,1
39,58143,2274,15,0,0
41,115211,0,30,0,0
51,81470,14685,25,0,0
54,63538,0,18,0,0
72,90426,10925,23,0,0
46,69763,1406,20,1,1
51,71852,6065,19,0,0
73,41549,0,17,0,0
50,71737,2735,15,1,0
49,83279,76,18,0,0
45,58394,12123,21,0,1
51,66490,10744,16,0,0
39,38553,6361,13,0,0
59,67897,7104,19,0,0
41,31240,4894,12,0,0
40,83890,16863,19,0,0
77,126962,6437,18,0,0
44,78724,14030,21,1,1
60,49777,2154,18,0,0
45,51824,21817,19,1,0
65,55728,0,21,0,0
52,94962,0,17,0,0
48,65638,5290,17,1,0
71,72329,8059,20,0,0
30,65225,11412,20,1,0
26,105826,6097,21,0,1
66,114359,14149,25,1,1
66,66672,2278,25,1,0
50,48282,12618,19,1,1
37,73030,0,21,0,0
23,75016,14355,26,1,0
36,62052,7842,11,1,1
69,78674,1753,21,1,0
78,68827,15423,25,0,1
18,15000,16937,16,1,0
30,90923,9353,10,1,1
72,104437,5104,15,0,0
40,73056,11270,18,0,0
