age,income,account_balance,transactions_last_30d,is_premium,target
61,45183,0,26,1,0
42,93793,8509,21,0,0
65,67177,0,20,0,0
66,76487,0,21,1,0
55,50006,267,20,1,1
47,90731,15302,25,0,0
46,62123,24792,17,1,0
21,51170,8322,19,0,0
76,109269,10597,28,1,0
21,106090,20606,24,0,0
48,75618,6966,27,0,0
24,119750,2955,23,0,0
43,64309,0,19,1,1
34,89077,9995,17,0,1
20,74322,12806,26,0,0
35,15000,0,20,0,0
21,38629,3300,26,0,0
50,57039,3454,16,0,0
51,96729,5597,19,0,0
65,53713,2705,25,0,0
58,102713,7118,17,0,0
73,61055,3838,20,1,0
23,70237,5477,20,1,0
52,54070,1869,15,0,0
78,111359,7492,19,0,0
18,65104,0,18,0,0
28,67104,651,23,0,1
65,118170,13100,29,0,0
66,48439,6004,19,0,0
56,100460,8780,20,1,0
61,69693,4208,23,0,0
32,71467,9122,14,0,0
23,107430,2778,24,1,0
38,88667,2481,20,1,0
61,114077,2894,16,0,0
21,70344,18539,25,0,0
43,76403,4392,20,0,0
55,98995,17903,20,1,0
18,15000,1993,24,0,0
60,103068,5132,20,0,0
48,93282,0,17,0,0
72,81532,12698,19,1,1
73,103559,0,20,0,0
41,78294,3474,16,0,1
20,87438,10657,14,0,0
23,113573,19095,20,1,0
75,67196,17672,30,0,0
53,76800,0,23,0,0
38,50969,0,18,0,0
51,96650,0,24,0,0
74,81905,145,18,1,0
22,115668,2876,21,0,0
49,47263,4923,20,0,0
55,79422,23347,27,0,1
21,75280,183,27,0,0
58,28251,0,18,0,0
42,75589,3102,18,0,0
45,98986,20455,24,0,0
46,96222,2568,18,0,0
29,52662,8107,21,0,0
79,106996,4769,19,0,0
34,100761,9327,20,0,0
79,36797,9671,32,1,0
22,72402,0,17,0,0
57,87133,6003,18,1,0
58,73258,0,15,0,1
64,125647,16778,20,1,1
59,53171,0,13,0,0
18,35647,0,19,0,0
39,121030,6833,16,1,0
50,60150,6649,18,0,0
70,18157,12095,23,1,0
63,90176,4139,17,0,0
79,102664,2978,20,0,1
20,83959,0,19,0,0
30,91750,6137,18,0,0
66,90503,0,17,1,0
73,57767,0,14,0,0
21,33995,1304,21,0,0
67,70164,0,25,1,0
33,53496,0,25,0,0
21,59173,0,29,0,1
35,48603,459,19,0,1
43,87847,13404,12,1,0
31,85339,5107,26,1,0
28,15000,5185,16,1,0
66,72740,0,17,1,0
50,38506,11154,19,0,0
79,88755,5854,14,0,1
44,25293,938,21,1,0
56,58419,17911,21,1,1
61,44612,2533,24,0,0
44,32176,23161,13,1,0
63,73706,0,29,1,1
45,74279,11375,16,0,0
32,92768,22844,22,0,0
53,43440,8208,26,1,0
76,86244,12194,24,0,1
19,97205,0,27,1,0
53,87766,3282,19,0,0
21,89649,5360,17,0,0
74,46525,7106,12,0,0
43,113156,9445,20,0,0
39,137333,10436,20,1,1
43,80944,16801,24,1,0
56,87312,6524,26,0,0
39,48066,9735,9,1,0
28,61035,5513,24,0,1
76,71557,0,17,0,0
53,95907,0,25,0,1
64,38854,20984,15,1,1
45,109071,0,26,1,0
59,48256,5831,28,0,0
35,60518,0,20,0,1
22,75377,0,23,1,0
43,33136,1996,21,0,0
58,59905,3090,21,1,0
32,94704,2413,19,0,0
38,50962,10162,28,0,0
78,30853,0,20,1,0
76,96203,0,20,0,0
19,76431,13171,14,0,0
45,104960,2907,19,1,0
61,26993,9086,20,0,1
35,95111,1113,22,1,0
55,70429,4886,23,1,0
65,85751,12777,17,1,0
38,115042,0,17,0,0
59,103033,7059,19,1,1
27,93326,7906,15,1,0
58,57080,8689,24,1,0
37,59116,0,19,1,0
37,85511,9960,19,1,0
29,98501,9754,24,0,0
22,72409,6958,20,1,0
55,58709,0,17,0,0
51,89104,1382,21,0,0
75,83093,2397,21,1,0
60,109448,3347,30,1,0
60,65074,0,12,0,0
56,58017,0,19,0,1
44,88381,15777,17,1,0
79,117825,16053,16,0,0
34,56332,11237,25,1,1
30,87345,9177,19,1,0
22,69136,13400,22,1,0
20,88837,13791,20,1,1
75,80283,18391,24,0,0
51,61941,0,22,0,0
41,55995,13910,23,1,0
59,15000,19334,25,0,0
58,105197,0,19,0,0
71,81739,16153,17,1,1
49,77282,11788,20,1,0
74,52984,15247,22,0,1
63,89622,0,20,0,1
57,48053,9683,18,0,0
36,57912,14787,19,1,0
26,92822,14682,29,1,0
57,67708,6231,26,0,0
37,29344,12022,28,0,0
53,55014,829,18,0,0
66,52994,0,15,1,1
52,38937,13395,16,0,0
57,76361,1090,21,1,0
33,55971,9637,11,1,1
55,77496,5577,16,1,0
51,33680,11524,23,0,0
33,56125,5127,22,1,0
35,71115,7737,20,1,0
40,16180,2386,21,1,0
78,113227,0,16,1,1
49,72453,0,25,0,1
48,24291,4669,14,0,0
29,50511,3871,24,0,0
55,102788,1460,19,1,1
55,72805,5273,17,1,1
49,59489,2677,23,0,0
35,58295,10263,25,1,0
49,77024,9380,13,1,0
34,48888,8911,14,0,0
46,123173,21837,16,0,0
79,83961,6581,16,1,0
79,48598,0,19,0,0
41,58997,2895,25,0,0
51,92188,10498,29,0,1
76,78417,8802,15,0,0
39,70631,10322,27,1,0
37,75996,0,23,0,1
21,51922,0,22,0,0
77,83442,2424,22,0,0
73,102721,20199,23,0,1
32,84065,18024,21,0,0
75,87157,9463,25,0,0
45,62432,8334,20,0,0
62,109523,8255,17,0,0
78,73457,8021,22,0,0
34,16206,1895,19,0,0
78,31049,0,20,1,0
20,79839,8300,24,0,0
59,56341,0,34,0,0
58,60364,11741,17,1,0
51,90654,0,21,1,0
21,62503,18686,20,0,0
70,101793,7020,26,0,0
57,77576,1517,23,0,0
44,87960,5738,16,0,0
28,123778,1585,14,0,1
69,15000,13263,22,0,0
58,76156,4351,20,1,0
45,63522,0,19,0,0
21,78043,3014,22,1,0
52,97858,9989,12,1,0
69,38111,0,19,0,0
