age,income,account_balance,transactions_last_30d,is_premium,target
22,113986,0,14,1,0
45,69100,9677,25,1,0
38,134903,8159,15,1,0
32,57923,15785,15,0,0
75,59696,12454,19,1,0
69,86483,8076,23,0,0
44,109183,5683,22,1,0
18,47615,13421,13,1,0
26,77522,11001,29,0,0
38,64117,5870,22,0,0
78,114755,1681,24,1,0
51,43650,0,16,0,0
18,89102,8113,11,1,0
79,55281,369,18,0,0
79,71233,511,28,0,0
68,64004,4672,13,0,0
69,69097,149,14,1,0
30,103659,0,18,0,0
29,80527,2826,19,0,0
68,103531,8647,16,1,0
44,103745,7292,22,0,1
46,42747,1538,31,0,0
79,63548,4900,24,0,0
46,61646,17606,15,1,0
26,76904,0,21,0,0
32,60615,3231,15,1,0
75,43526,13108,12,0,0
61,77551,3154,22,0,0
77,46732,2693,21,1,0
20,81853,3426,21,0,0
47,75592,7543,19,0,0
76,47453,6009,16,0,0
59,82003,0,23,0,0
39,101734,7470,20,0,0
24,64145,7877,14,1,0
53,87390,12499,19,0,0
75,57377,7401,26,1,0
38,82607,0,23,1,0
46,79358,14934,20,1,0
73,64570,5467,19,0,0
76,80531,7571,21,0,0
24,94218,8745,22,1,0
37,73890,9331,14,0,0
52,91980,0,22,0,0
24,43297,16377,15,0,0
47,89771,933,24,0,0
77,86240,4546,31,1,0
29,55596,2328,19,1,1
44,82386,9107,30,1,0
74,32272,112,23,0,0
37,75229,14455,20,1,0
26,81939,5070,12,0,0
38,56593,6904,26,1,0
65,67404,1114,11,1,1
24,96302,9030,20,1,1
66,73828,8186,19,0,0
59,103580,19850,16,0,1
18,75494,4757,25,0,0
39,86439,0,18,0,0
32,69414,7871,22,1,0
45,78881,4303,24,1,1
24,24890,2969,21,0,0
20,78609,0,25,0,0
65,102497,18191,18,1,0
70,52988,10310,21,0,0
18,68886,9327,19,0,0
33,97446,5620,28,1,0
71,38756,958,19,0,0
23,41658,973,17,0,0
24,91578,3239,26,0,0
20,57900,9863,14,0,0
47,98208,1365,27,1,0
47,50914,1670,24,1,0
43,100541,12668,24,0,0
77,55915,1920,19,1,0
25,110298,7992,20,1,0
74,74336,13822,19,1,0
20,63824,4763,16,0,0
28,40925,10319,22,1,0
44,82286,6652,24,1,0
40,86390,0,15,0,0
45,37342,1741,26,0,1
35,84202,18102,20,0,0
71,99272,555,19,0,0
47,31374,4137,20,0,0
72,27657,7180,25,0,0
21,85559,6569,16,1,0
36,90955,8158,17,0,1
26,120782,4154,25,0,0
24,88011,12610,24,1,0
41,65765,4429,23,0,0
34,45664,5095,23,0,0
59,85413,20082,17,1,1
30,37376,6281,22,1,0
36,60222,3048,24,0,0
52,32976,1670,15,1,0
52,82793,7059,20,1,0
63,37285,1925,22,0,0
70,68164,4367,15,0,0
38,52940,9221,15,0,0
79,47170,3095,14,1,0
71,31657,15978,28,0,0
50,52972,0,29,0,0
48,54736,6394,23,1,0
59,57344,8805,16,0,0
78,44755,6374,17,0,1
54,102578,2341,17,0,0
71,49095,3935,17,0,0
57,15000,4782,19,1,0
62,86623,11574,16,0,0
79,58197,0,22,1,0
61,50493,11830,13,0,0
20,85195,7361,24,0,1
61,79474,0,18,1,0
58,57062,6175,18,0,0
68,92298,253,19,1,0
18,86853,7680,16,1,0
48,100063,10895,29,1,0
63,41528,11056,19,0,0
23,32246,9494,24,0,0
74,37119,0,16,0,0
42,126325,1052,19,0,0
48,82345,15337,21,1,0
77,92820,757,14,1,1
73,46760,6951,14,1,0
68,60337,1275,19,0,0
35,113164,14993,23,0,0
24,114526,6209,34,1,0
45,42769,0,24,1,0
71,73930,1902,14,0,0
64,68478,11379,25,1,0
25,97597,0,26,0,0
77,30672,0,9,0,0
74,94248,13115,17,0,0
23,70495,16799,17,0,1
21,79972,15475,17,1,0
32,111028,0,16,1,0
29,93852,10483,21,0,0
71,69438,12767,25,1,1
21,84109,0,24,1,0
68,100923,0,23,1,0
47,52773,9062,12,0,0
56,91086,0,19,0,0
74,57104,0,27,0,0
30,121305,15653,27,1,1
67,68867,1242,20,0,0
22,88253,15518,27,1,0
40,73716,1258,20,0,1
69,103118,20091,23,0,0
30,34959,0,25,0,0
28,51756,0,26,0,0
75,45420,12229,21,0,0
54,72261,3855,24,0,0
45,60091,8741,14,0,0
50,15000,20,15,0,0
59,81643,21670,27,1,0
18,60493,2900,17,0,0
50,89557,10881,15,0,0
28,100208,0,23,0,0
60,63277,6782,19,0,0
79,111896,0,23,0,0
65,42877,555,18,0,0
72,70289,8854,17,0,0
29,105169,0,25,0,1
